duration,Q_RelevantIDFraudScore,gender,nationality,ethnicity,age,preferred_game_name,gaming_time,gaming_related_activities_time,online_gaming_time,offline_gaming_time,playing_esports,rank,team_membership,playing_with_offline_friends,MOGQ_social1,MOGQ_social2,MOGQ_social3,MOGQ_social4,MOGQ_escape1,MOGQ_escape2,MOGQ_escape3,MOGQ_escape4,MOGQ_competition1,MOGQ_competition2,MOGQ_competition3,MOGQ_competition4,MOGQ_coping1,MOGQ_coping2,MOGQ_coping3,MOGQ_coping4,IGCQ_1,IGCQ_2,IGCQ_3,IGCQ_4,attention_check_1,IGDS9SF_1,IGDS9SF_2,IGDS9SF_3,IGDS9SF_4,IGDS9SF_5,IGDS9SF_6,IGDS9SF_7,IGDS9SF_8,IGDS9SF_9,GDT_1,GDT_2,GDT_3,GDT_4,IGD_alternative_criterion2,IGD_alternative_criterion5,IGD_alternative_criterion6,IGD_alternative_criterion3,IGD_alternative_craving,IGD_alternative_health,BFRS_1,BFRS_2,BFRS_3,BFRS_4,BFRS_5,BFRS_6,BFRS_7,BSCS_1,BSCS_2,BSCS_3,BSCS_4,BSCS_5,BSCS_6,BSCS_7,BSCS_8,BSCS_9,BSCS_10,BSCS_11,BSCS_12,BSCS_13,attention_check_2,neuroticism_1,neuroticism_2,neuroticism_3,neuroticism_4,neuroticism_5,neuroticism_6,neuroticism_7,neuroticism_8,neuroticism_9,neuroticism_10,DJGLS_1,DJGLS_2,DJGLS_3,DJGLS_4,DJGLS_5,DJGLS_6,harm_avoidance_1,harm_avoidance_2,harm_avoidance_3,harm_avoidance_4,harm_avoidance_5,harm_avoidance_6,harm_avoidance_7,harm_avoidance_8,harm_avoidance_9,harm_avoidance_10,BAS_reward_1,BAS_reward_2,BAS_reward_3,BAS_reward_4,BAS_reward_5,
547,0,Male,mexican,latin,29,Shooters,4,4,70,30,Yes,Master,No,Never,,,Half of the time,Some of time,Most of the time,,,Almost always/always,Almost always/always,Half of the time,,,,Almost always/always,,Half of the time,No agreement,Agree,No agreement,Strongly Agree,Often,Never,Never,Sometimes,Never,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Never,Somewhat,,Somewhat,Somewhat,,,Somewhat,2,5       Very much,3,,4,,,2,,,,4,3,Moderately Inaccurate,,,Very Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Accurate,Very Inaccurate,,Neither Accurate Nor Inaccurate,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,Moderately Accurate,Neither Accurate Nor Inaccurate,Very Inaccurate,,Very Inaccurate,,Moderately Inaccurate,,,Very true for me,Very true for me,,Very true for me,
316,0,Male,american,black,24,moba,8,4,95,5,Yes,Grandmaster,No,Sometimes,,,Almost never/never,Almost always/always,Almost never/never,,Almost never/never,,Almost always/always,,Half of the time,,Some of time,Some of time,,,Agree,Agree,Strongly Agree,Agree,Often,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Never,Often,Very often,Sometimes,Not at all,,,Somewhat,,Somewhat,Somewhat,5       Very much,,1 Not at all,,,,1 Not at all,5       Very much,,1 Not at all,,1 Not at all,1 Not at all,Moderately Inaccurate,,,,Very Inaccurate,,Moderately Inaccurate,Very Accurate,,Very Accurate,Very Accurate,,,,Disagree,Disagree,Strongly agree,Very Accurate,,Very Accurate,Very Accurate,,Moderately Inaccurate,,Moderately Accurate,,,,Somewhat true for me,Somewhat false for me,Very true for me,,
762,0,Male,American,Hispanic,30,Heroes of the Storm,3,2,90,10,Yes,Gold,No,Often,Half of the time,,,Some of time,Half of the time,,,Half of the time,Almost always/always,Almost always/always,,,,Most of the time,Almost never/never,,Agree,No agreement,Agree,Agree,Often,Rarely,Never,Never,Never,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,A lot,Not at all,Somewhat,,,A lot,,3,4,2,,,,,1 Not at all,,,2,4,3,Moderately Inaccurate,,Very Accurate,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,,,Moderately Inaccurate,Strongly agree,Disagree,,Disagree,,,,,Very Accurate,,Very Inaccurate,Moderately Accurate,,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,Somewhat true for me,Somewhat true for me,Very true for me,,
428,0,Male,Canadian,Asian,23,Valorant,6,6,100,0,Yes,Plat,No,Sometimes,,,Most of the time,Most of the time,Some of time,,,Almost never/never,Almost always/always,Almost always/always,,,,Half of the time,Almost never/never,,Agree,Agree,No agreement,Agree,Often,Often,Rarely,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Never,Rarely,Often,Sometimes,Rarely,Rarely,Rarely,Never,Sometimes,Often,Sometimes,A lot,,,Somewhat,,A lot,Somewhat,3,4,,,3,2,,2,,4,,2,,Moderately Inaccurate,Moderately Inaccurate,,,Moderately Accurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,,,Neither agree nor disagree,Agree,Strongly agree,,,,Very Accurate,,Very Inaccurate,,Very Inaccurate,,Moderately Inaccurate,Very Inaccurate,Very true for me,Very true for me,,,Very true for me,
1449,0,Male,PT,White,22,mmorpg,8,2,90,10,Yes,i was top 191 ,No,Very often,,Almost always/always,,Almost always/always,Almost always/always,,,Almost always/always,Almost always/always,,Almost always/always,,,Almost always/always,,Almost always/always,No agreement,No agreement,No agreement,No agreement,Often,Never,Never,Very often,Never,Never,Never,Never,Never,Very often,Rarely,Very often,Very often,Sometimes,Never,Often,Never,Often,Sometimes,Never,A lot,,,,A lot,A lot,A lot,5       Very much,5       Very much,,1 Not at all,,,,5       Very much,5       Very much,1 Not at all,5       Very much,,,Moderately Accurate,Very Inaccurate,Moderately Inaccurate,,Very Inaccurate,Very Inaccurate,Moderately Inaccurate,,,,,,Strongly disagree,,Strongly disagree,Strongly disagree,,Very Inaccurate,Very Accurate,Very Accurate,,Very Inaccurate,,Very Inaccurate,,,,,Very true for me,Very true for me,Very true for me,,
907,,Male,Mexican,Hispanic,27,Pokemon,4,3,95,5,Yes,Diamond,No,Rarely,,,Half of the time,Most of the time,Almost always/always,Almost always/always,,,Some of time,,Some of time,,,Most of the time,Half of the time,,No agreement,No agreement,Agree,No agreement,Often,Rarely,Never,Sometimes,Never,Often,Sometimes,Sometimes,Often,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Sometimes,Sometimes,Somewhat,Not at all,,,A lot,Somewhat,,3,,4,3,4,2,,4,,,,,2,Moderately Inaccurate,,,,Moderately Accurate,Very Inaccurate,Moderately Inaccurate,,Moderately Inaccurate,,Moderately Inaccurate,,Disagree,,Strongly disagree,,Agree,Very Accurate,,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,,Somewhat true for me,Somewhat false for me,,Somewhat false for me,,
2489,0,Male,Hungarian,white,21,Fps and RTS,3,0,80,20,Yes,Global Elite,Yes,Often,Most of the time,,,Half of the time,Most of the time,,,Almost never/never,Most of the time,,,Almost never/never,Most of the time,Almost never/never,,,No agreement,Agree,No agreement,No agreement,Often,Rarely,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Rarely,Never,Rarely,Rarely,Never,Rarely,Never,Often,Rarely,Sometimes,Rarely,Rarely,Somewhat,A lot,,,Somewhat,A lot,,3,3,,2,,,,4,4,,,5       Very much,2,Moderately Inaccurate,Very Inaccurate,,,Very Inaccurate,,Very Accurate,,Very Accurate,,Neither Accurate Nor Inaccurate,,,,Neither agree nor disagree,Agree,Agree,,Very Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,,Very Inaccurate,Moderately Accurate,,,Somewhat true for me,Somewhat true for me,Somewhat true for me,,
482,0,Male,España,White Caucasican,24,Valorant,4,8,81,19,Yes,Gold 1,No,Very often,Half of the time,,,Most of the time,Half of the time,Half of the time,,,Most of the time,,Most of the time,,Half of the time,Most of the time,,,Agree,Agree,Agree,Agree,Often,Often,Sometimes,Often,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Often,Often,Often,Somewhat,,,Somewhat,,Somewhat,Somewhat,5       Very much,,4,,,2,5       Very much,3,,,,4,4,Moderately Inaccurate,,Moderately Accurate,,Moderately Accurate,,Moderately Inaccurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Agree,,Strongly disagree,Agree,,,Moderately Accurate,Neither Accurate Nor Inaccurate,Very Accurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,,,,,,Somewhat true for me,,Somewhat true for me,Very true for me,
331,0,Male,Portuguese,Jewish,24,Strategy Games,3,1,33,67,Yes,Platinum,No,Sometimes,Almost never/never,,,Almost never/never,Some of time,Almost never/never,,,Some of time,,,Some of time,Most of the time,Half of the time,,,No agreement,No agreement,No agreement,No agreement,Often,Never,Never,Never,Never,Rarely,Never,Never,Often,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Never,Very often,Rarely,Somewhat,,A lot,,A lot,,Somewhat,3,3,,,,,4,2,3,4,3,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,Very Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,,,,Neither agree nor disagree,Neither agree nor disagree,,Agree,,,,,Very Accurate,,Very Inaccurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Very Inaccurate,,Very true for me,,Very true for me,Very true for me,
1241,0,Male,Polish,European white,20,CS:GO,4,1,85,15,Yes,"10lvl faceit, global elite",No,Never,,,Almost never/never,Almost never/never,Almost never/never,Almost never/never,,,Almost always/always,,,Half of the time,,Almost never/never,,Almost never/never,No agreement,No agreement,No agreement,No agreement,Often,Often,Rarely,Rarely,Never,Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Often,Never,Rarely,Sometimes,Rarely,Somewhat,Somewhat,,,Somewhat,Not at all,,2,,5       Very much,,,3,4,1 Not at all,5       Very much,,5       Very much,,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Very Accurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,,,,Strongly disagree,Neither agree nor disagree,Strongly disagree,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,,Moderately Accurate,,,,Neither Accurate Nor Inaccurate,Somewhat true for me,Very true for me,Somewhat true for me,,,
1696,25,Male,French,White,21,First Person Shooter,8,4,95,5,Yes,Platinum,No,Often,,,Half of the time,Some of time,Almost always/always,,,Some of time,Most of the time,Some of time,,,,Some of time,Almost never/never,,No agreement,No agreement,No agreement,No agreement,Often,Rarely,Rarely,Sometimes,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Never,Never,Rarely,A lot,,,Somewhat,,Somewhat,Somewhat,2,,,4,,3,,3,4,3,,4,,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Moderately Accurate,,Moderately Accurate,,Moderately Accurate,Neither agree nor disagree,,,Agree,Disagree,,Moderately Inaccurate,,Very Inaccurate,Moderately Accurate,,,,,Moderately Accurate,Neither Accurate Nor Inaccurate,Very true for me,Very true for me,,,Very true for me,
649,0,Male,italy,white,22,shooters,4,4,90,10,Yes,gold nova 4,No,Very often,,Some of time,,Most of the time,Almost always/always,Almost always/always,,,Most of the time,,,Some of time,,Some of time,,Almost never/never,No agreement,No agreement,No agreement,Strongly Agree,Often,Sometimes,Sometimes,Rarely,Very often,Very often,Sometimes,Sometimes,Very often,Never,Very often,Often,Very often,Never,Sometimes,Sometimes,Very often,Often,Often,Very often,Somewhat,Not at all,,Somewhat,,,Somewhat,1 Not at all,,5       Very much,4,5       Very much,5       Very much,,1 Not at all,,,,,1 Not at all,Moderately Inaccurate,,Moderately Accurate,,Very Accurate,,Very Inaccurate,,Moderately Inaccurate,Moderately Inaccurate,,,Strongly disagree,,Strongly disagree,Strongly agree,,Very Inaccurate,Very Inaccurate,Moderately Accurate,Very Accurate,,,,Moderately Accurate,,,,Very true for me,,Very true for me,Very true for me,
952,0,Male,Portuguese,White,31,"fps, Apex legends, counter strike",4,1,80,20,Yes,"cs legendary eagle master , apex legends platinum",No,Sometimes,,Half of the time,,Most of the time,Most of the time,,Half of the time,,Most of the time,,Half of the time,,,Most of the time,Some of time,,No agreement,No agreement,Agree,Agree,Often,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Often,Sometimes,Often,Rarely,A lot,Somewhat,A lot,,,,A lot,3,,2,1 Not at all,,4,,3,,2,,,1 Not at all,Moderately Inaccurate,,Moderately Inaccurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,,Disagree,,Agree,Neither agree nor disagree,,Very Inaccurate,Moderately Accurate,Moderately Accurate,,,,,Very Inaccurate,Neither Accurate Nor Inaccurate,,,Very true for me,,Very true for me,Very true for me,
970,0,Female,Poland,White,19,Lol wild rift,3,10,94,6,Yes,Gold,Yes,Never,,,Almost always/always,Most of the time,Almost always/always,,Almost always/always,,Almost always/always,,Almost always/always,,Most of the time,Half of the time,,,No agreement,Agree,No agreement,Agree,Often,Sometimes,Rarely,Often,Never,Never,Never,Never,Rarely,Never,Sometimes,Never,Often,Rarely,Sometimes,Never,Rarely,Rarely,Sometimes,Often,A lot,Not at all,,Somewhat,,Somewhat,,2,5       Very much,,,,,5       Very much,1 Not at all,,,3,4,4,Moderately Inaccurate,,,Very Inaccurate,Very Accurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,,,,,Strongly agree,Disagree,Neither agree nor disagree,Very Inaccurate,Moderately Inaccurate,Moderately Accurate,,,Very Accurate,,,Neither Accurate Nor Inaccurate,,,Very true for me,Somewhat true for me,Very true for me,,
1091,0,Male,Spanish,Caucasian,23,MOBA,1,3,100,0,Yes,Usually Platinum,No,Rarely,,Almost never/never,,Almost never/never,Most of the time,,Most of the time,,Almost always/always,,Almost always/always,,,Some of time,,Some of time,No agreement,No agreement,No agreement,Agree,Often,Rarely,Never,Rarely,Never,Sometimes,Never,Never,Very often,Never,Sometimes,Sometimes,Very often,Rarely,Never,Sometimes,Never,Never,Rarely,Often,A lot,Somewhat,A lot,,A lot,,,2,,5       Very much,1 Not at all,5       Very much,,,1 Not at all,,4,,,2,Moderately Inaccurate,,Moderately Inaccurate,,Very Inaccurate,Very Inaccurate,Very Accurate,,,Moderately Accurate,,Neither agree nor disagree,,,Strongly agree,,Strongly disagree,,Moderately Inaccurate,Very Accurate,Neither Accurate Nor Inaccurate,,,,Neither Accurate Nor Inaccurate,,Very Inaccurate,Very true for me,Very true for me,,,Very true for me,
666,0,Male,American,Hispanic,28,Madden 21,3,0,100,0,Yes,Unranked,No,Often,,Almost never/never,,Some of time,Some of time,,,Some of time,Most of the time,,,Most of the time,,Most of the time,Half of the time,,No agreement,No agreement,No agreement,No agreement,Often,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,A lot,,A lot,,A lot,A lot,,3,1 Not at all,2,2,,,3,3,,,,2,,Moderately Inaccurate,,Moderately Inaccurate,,Moderately Inaccurate,Very Inaccurate,Moderately Inaccurate,,,Moderately Accurate,,,Agree,,Strongly agree,,Disagree,Moderately Inaccurate,,Moderately Accurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,Very true for me,Somewhat true for me,,,Very true for me,
333,0,Female,Polish,White Caucasian,24,RPG,4,1,48,52,Yes,Gold,No,Sometimes,,,Some of time,Some of time,Half of the time,Some of time,,,Some of time,,,Half of the time,,Some of time,,Some of time,No agreement,Agree,No agreement,Agree,Often,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Never,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Somewhat,Somewhat,Somewhat,,,,Somewhat,3,3,4,,,3,2,3,4,,,,,Moderately Inaccurate,,Moderately Inaccurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,Moderately Accurate,,,Disagree,Neither agree nor disagree,Agree,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,,,Somewhat true for me,Somewhat true for me,,Somewhat true for me,,
301,0,Male,American,Vietnamese,20,Apex Legends,1,3,81,19,Yes,Platinum,No,Never,,Some of time,,Some of time,Almost always/always,,Almost always/always,,Most of the time,,Half of the time,,,Most of the time,,Most of the time,Strongly Agree,No agreement,Agree,No agreement,Often,Never,Never,Rarely,Never,Rarely,Rarely,Never,Sometimes,Never,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Rarely,Somewhat,Not at all,,,Somewhat,Somewhat,,3,,,2,,,,2,3,,3,4,4,Moderately Inaccurate,,Moderately Accurate,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,,,Moderately Inaccurate,Strongly agree,,,Disagree,,Agree,,Moderately Inaccurate,Moderately Accurate,,,Moderately Accurate,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,,Somewhat false for me,,Somewhat false for me,Somewhat false for me,
889,0,Male,Polish,White,19,"RPG,FPS,MMORPG",5,3,70,30,Yes,Platinium-Lol Gold 3-CS,Yes,Very often,Most of the time,,,Most of the time,Most of the time,,Almost always/always,,Almost always/always,,,Most of the time,,Almost always/always,,Most of the time,Strongly Agree,Agree,Agree,Strongly Agree,Often,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Somewhat,,,A lot,Somewhat,,Somewhat,2,,3,,3,,,3,3,2,,,3,Moderately Inaccurate,,,,Moderately Inaccurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Neither agree nor disagree,Disagree,,Neither agree nor disagree,,,,Neither Accurate Nor Inaccurate,Moderately Accurate,,Moderately Inaccurate,Moderately Inaccurate,,,Moderately Inaccurate,,Somewhat false for me,Somewhat false for me,Somewhat true for me,,,
386,0,Female,American,white,22,JRPG,3,1,75,25,Yes,unranked,No,Never,Some of time,,,Most of the time,Some of time,Some of time,,,Some of time,,Some of time,,Most of the time,Most of the time,,,No agreement,No agreement,No agreement,No agreement,Often,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Somewhat,Not at all,,,Somewhat,A lot,,3,,,,,2,2,2,,2,3,3,,Moderately Inaccurate,,Moderately Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,Very Inaccurate,,,,,,Neither agree nor disagree,Neither agree nor disagree,,Agree,,Moderately Accurate,Moderately Accurate,Moderately Inaccurate,,Moderately Accurate,,,Moderately Inaccurate,,,Somewhat true for me,Somewhat true for me,Somewhat true for me,,
574,0,Male,portuguese,white,18,Counter-Strike:Global Offensive,3,6,100,0,Yes,Legendary Eagle,Yes,Very often,,Some of time,,Almost always/always,Half of the time,Almost never/never,,,Almost always/always,Almost always/always,,,,Half of the time,Half of the time,,No agreement,Strongly Agree,No agreement,No agreement,Often,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,A lot,,A lot,,A lot,A lot,,2,4,3,,2,4,,2,,1 Not at all,,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,Very Inaccurate,,Moderately Inaccurate,Moderately Accurate,,,,Agree,,Neither agree nor disagree,Agree,,,,Very Accurate,Very Accurate,,Very Inaccurate,Moderately Inaccurate,,,,Neither Accurate Nor Inaccurate,,Very true for me,Very true for me,,Very true for me,
627,25,Male,Spanish,Hispanic,27,Path of Exile,4,7,100,0,Yes,Supreme master first class (csgo),No,Rarely,,,Almost never/never,Some of time,Half of the time,,Half of the time,,Almost always/always,,Almost always/always,,Some of time,Half of the time,,,Agree,Strongly Agree,Agree,Agree,Often,Very often,Sometimes,Often,Sometimes,Very often,Sometimes,Never,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Rarely,Very often,Very often,Sometimes,Sometimes,Sometimes,Somewhat,,,,Somewhat,Somewhat,Somewhat,2,,4,,3,,,1 Not at all,,5       Very much,3,4,,Moderately Inaccurate,Moderately Accurate,,,Moderately Inaccurate,,Moderately Accurate,,Moderately Inaccurate,,Moderately Inaccurate,,Disagree,Disagree,Disagree,,,Neither Accurate Nor Inaccurate,,Moderately Accurate,Moderately Inaccurate,Very Inaccurate,,,Moderately Inaccurate,,,Somewhat true for me,Somewhat false for me,,Somewhat true for me,,
914,0,Male,Mexican,Latino,25,League of Legends,4,3,75,25,Yes,Gold,No,Very often,,,Half of the time,Half of the time,Most of the time,Some of time,,,Most of the time,,Most of the time,,,Most of the time,,Most of the time,No agreement,No agreement,No agreement,No agreement,Often,Sometimes,Rarely,Never,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Rarely,Never,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,A lot,Not at all,,,A lot,,A lot,2,5       Very much,,3,,3,,2,,4,2,,,Moderately Inaccurate,,,Moderately Inaccurate,Moderately Accurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,,Strongly agree,,Strongly agree,Agree,,,Neither Accurate Nor Inaccurate,Moderately Accurate,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,Moderately Accurate,,,Very true for me,Very true for me,Very true for me,,,
735,0,Female,British,White,29,Overwatch,1,3,50,50,Yes,Diamond,No,Never,,Almost never/never,,Almost never/never,Some of time,,,Almost never/never,Some of time,Some of time,,,,Some of time,Almost never/never,,No agreement,No agreement,No agreement,Agree,Often,Rarely,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Not at all,,,Not at all,Somewhat,,Not at all,4,,2,2,,3,4,3,2,,,,,Moderately Inaccurate,,,Moderately Accurate,Very Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Strongly disagree,,Strongly disagree,,Neither agree nor disagree,,Neither Accurate Nor Inaccurate,Moderately Accurate,,Very Inaccurate,,,,Very Inaccurate,Very Inaccurate,Very true for me,Somewhat true for me,Somewhat true for me,,,
